Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Brandon Wu,58,-,MC,26^^,3,-,23,MC,-,MC,9,-,-,-,-,-,-,-,-,-,-,-,-,MC,7100,150/1,Bet 365,Further details,MC
Brendon Todd,53,-,51,26^^,-,8,-,MC,57,WD,34,-,-,MC,-,-,15,MC,-,-,-,11,30,MC,7100,150/1,Bet 365,Further details,MC
Adam Schenk,MC,-,31,-,-,MC,MC,MC,2,7,-,MC,-,-,-,-,-,-,-,MC,MC,MC,MC,MC,7100,175/1,Bet 365,Further details,MC
Sepp Straka,22,46,MC,-,-,MC,-,7,29,16,-,MC,-,-,-,-,-,-,-,-,MC,MC,10,MC,7100,150/1,Bet 365,Further details,38
JT Poston,-,34,MC,-,-,MC,-,40,MC,38,-,MC,-,-,-,-,-,-,MC,MC,MC,MC,-,2,7000,150/1,Bet 365,Further details,MC
Adam Svensson,-,MC,41,-,-,27,-,40,-,MC,MC,60,-,-,-,-,-,-,-,-,MC,-,-,25,7000,175/1,Bet 365,Further details,MC
Nate Lashley,MC,-,31,-,39,27,23,-,MC,-,17,-,-,-,-,-,-,-,-,-,-,-,76,25,7000,225/1,Bet 365,Further details,MC
Joseph Bramlett,MC,-,-,26^^,10,40,19,-,MC,16,-,-,-,-,-,-,-,-,-,-,-,41,MC,56,7000,200/1,Bet 365,Further details,MC
Billy Horschel,-,52,MC,11^^,-,-,-,MC,40,MC,-,43,-,24,-,-,25,-,-,MC,-,MC,-,-,7000,175/1,Bet 365,Further details,MC
Sam Bennett,-,16,-,-,-,-,-,-,-,63,20,43,-,-,-,-,-,-,-,-,-,-,-,-,7000,200/1,Bet 365,Further details,MC
Lucas Herbert,-,-,63,1,-,-,-,40,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,19,-,7000,150/1,Bet 365,Further details,15
