Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
J.B. Holmes,-,-,-,MC,MC,-,MC,-,MC,MC,-,-,-,-,-,54,-,-,-,46,-,68,-,MC,5000,2500/1,Bet 365,Further details,NR
Kevin Kisner,-,-,MC,MC,-,-,-,-,-,MC,MC,-,-,-,-,MC,60,-,-,-,24,MC,33,MC,5000,1000/1,Bet 365,Further details,MC
Benjamin Taylor,-,-,MC,MC,64,-,MC,-,MC,MC,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,5000,1000/1,Bet 365,Further details,MC
Patton Kizzire,-,-,13,MC,-,-,MC,-,MC,MC,MC,-,-,-,-,-,-,33,MC,-,60,60,33,10,-,TBC,Bet 365,Further details,NR
Henrik Norlander,-,-,-,-,-,-,20^,-,13,-,15,-,-,-,MC,-,-,-,-,-,-,48,MC,45,-,TBC,Bet 365,Further details,NR
Kramer Hickok,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46,57,33,45,-,TBC,Bet 365,Further details,NR
Marty Dou Zecheng,-,-,-,-,-,MC^,MC^,-,-,-,32,-,-,-,-,-,-,-,-,MC,-,-,-,69,-,TBC,Bet 365,Further details,NR
Kevin Chappell,-,-,-,MC,-,21^,49,-,MC,-,23,-,-,70,MC,MC,MC,67,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Scott Piercy,-,-,-,-,MC^,MC^,MC^,-,MC,-,42,-,-,5,MC,-,-,-,MC,-,-,MC,MC,-,-,TBC,Bet 365,Further details,NR
Martin Trainer,-,-,74,-,MC^,MC^,8^,-,19,5^,MC,5^,-,-,-,-,-,-,-,-,MC,MC,MC,MC,-,TBC,Bet 365,Further details,NR
