Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Mark Hubbard,-,-,-,17,-,-,6,MC,31,-,MC,20,-,-,-,48,18,79,-,-,53,MC,-,-,7400,80/1,Bet 365,Further details,MC
Nicholas Lindheim,-,-,-,-,37^,-,43,28,-,-,-,-,-,-,-,-,-,54,13,WD,-,-,-,-,7400,66/1,Bet 365,Further details,28
Doug Ghim,-,-,-,17,-,-,MC,MC,-,-,15,MC,-,-,-,-,-,-,-,-,65,18,40,-,7400,70/1,Bet 365,Further details,MC
Adam Schenk,6,-,-,-,-,-,-,MC,51,-,-,-,-,-,-,-,-,-,MC,23,MC,48,-,MC,7400,55/1,Bet 365,Further details,19
Callum Tarren,-,-,-,7,-,-,43,23,31,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,2,7300,66/1,Bet 365,Further details,MC
Nick Hardy,-,-,-,MC,-,-,35,55,41,-,23,45,-,-,-,-,-,-,-,-,-,-,63,MC,7300,80/1,Bet 365,Further details,23
Mackenzie Hughes,-,-,-,52,-,-,MC,-,48,-,7,-,-,-,-,-,-,1,MC,MC,65,MC,2,MC,7300,80/1,Bet 365,Further details,2
Brandon Wu,-,-,-,-,-,-,62,-,51,-,54,30,-,-,-,-,-,-,-,-,-,-,MC,54,7200,80/1,Bet 365,Further details,58
Scott Stallings,-,-,-,56,-,-,2,MC,-,-,-,-,-,15,MC,-,9,70,68,MC,35,63,29,54,7200,110/1,Bet 365,Further details,MC
Ryan Palmer,-,-,-,MC,-,-,68,MC,-,-,5,8,-,-,-,-,-,-,-,-,-,-,-,-,7200,110/1,Bet 365,Further details,MC
Vincent Whaley,-,-,-,25,-,-,28,13,-,-,59,8,-,-,-,-,-,-,-,-,65,MC,63,-,7200,100/1,Bet 365,Further details,13
Ben Kohles,4^,-,-,5^,42^,-,6^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,7200,100/1,Bet 365,Further details,5
Sam Ryder,-,-,-,14,-,-,51,28,64,-,10,-,-,-,-,-,-,-,61,MC,MC,MC,MC,MC,7200,100/1,Bet 365,Further details,13
Webb Simpson,-,-,-,MC,-,-,-,46,-,-,-,-,-,-,7,41,-,36,WD,3,2,37,8,MC,7200,80/1,Bet 365,Further details,MC
Ryan Moore,-,-,-,45,-,-,MC,13,-,-,38,5,-,-,-,-,-,-,-,-,-,-,-,-,7100,100/1,Bet 365,Further details,8
Lanto Griffin,-,-,-,MC,-,-,28,13,-,-,54,53,-,-,-,-,-,-,MC,-,MC,-,40,-,7100,125/1,Bet 365,Further details,MC
Austin Eckroat,-,-,-,MC,-,-,-,MC,68,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,7100,100/1,Bet 365,Further details,8
Padraig Harrington,62,20,79,MC,-,-,102,45^,7^,-,1^,4^,-,-,-,MC,-,-,54,MC,-,-,-,-,7100,110/1,Bet 365,Further details,MC
Stewart Cink,-,-,-,MC,7^,-,-,MC,-,-,MC,7,-,64,MC,32,63,10,25,MC,43,MC,MC,MC,7100,100/1,Bet 365,Further details,44
Chad Ramey,-,-,-,19,-,-,16,46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,7100,110/1,Bet 365,Further details,NR
Nate Lashley,-,-,-,30,-,-,MC,42,41,-,10,-,-,-,-,-,-,-,49,59,-,37,51,MC,7100,110/1,Bet 365,Further details,MC
Kevin Streelman,-,-,-,56,-,-,MC,MC,-,-,-,-,-,-,-,-,MC,36,17,MC,MC,54,51,35,7000,110/1,Bet 365,Further details,MC
Dylan Wu,-,-,-,14,-,-,MC,MC,59,-,-,30,-,-,-,-,-,-,-,-,-,-,51,46,7000,125/1,Bet 365,Further details,MC
MJ Daffue,-,-,-,MC,-,-,MC,MC,-,-,38,MC,-,-,-,-,-,-,-,-,-,-,-,69,7000,125/1,Bet 365,Further details,MC
Peter Kuest,-,-,-,MC,-,-,25,MC,-,-,MC,53,-,-,-,-,-,-,-,-,-,-,-,-,7000,110/1,Bet 365,Further details,13
Martin Laird,-,-,-,19,-,-,56,MC,-,-,31,59,-,-,-,72,-,-,54,-,MC,MC,-,-,7000,150/1,Bet 365,Further details,MC
Troy Merritt,-,-,-,7,-,-,9,64,-,-,65,72,-,-,MC,-,-,MC,54,23,30,MC,22,MC,7000,125/1,Bet 365,Further details,MC
Matthew NeSmith,-,-,-,MC,-,-,25,42,15,-,-,-,-,-,-,-,-,-,-,-,14,15,29,MC,7000,125/1,Bet 365,Further details,28
Samuel Stevens,-,-,-,45,-,-,MC,46,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7000,110/1,Bet 365,Further details,MC
Greyson Sigg,-,-,-,25,-,-,MC,28,-,-,MC,-,-,-,-,-,-,-,49,-,MC,-,MC,15,6900,100/1,Bet 365,Further details,8
William Gordon,-,-,-,MC,-,-,MC,MC,21,-,15,-,-,-,-,-,-,-,-,-,10,MC,-,15,6900,100/1,Bet 365,Further details,36
Patton Kizzire,-,-,-,56,-,-,MC,46,-,-,15,37,-,-,-,54,MC,MC,45,15,68,10,MC,35,6900,175/1,Bet 365,Further details,44
Hayden Buckley,-,-,-,-,-,-,MC,64,72,-,59,-,-,-,-,-,-,-,-,-,-,-,MC,39,6900,125/1,Bet 365,Further details,MC
Maverick McNealy,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,53,MC,-,-,6900,125/1,Bet 365,Further details,58
Justin Lower,-,-,-,45,-,-,MC,MC,41,-,23,20,-,-,-,MC,-,-,-,-,-,-,MC,MC,6900,200/1,Bet 365,Further details,MC
Carson Young,-,-,-,19,-,-,MC,MC,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,MC,6900,150/1,Bet 365,Further details,71
Zach Johnson,-,-,-,MC,-,-,-,-,-,-,-,-,-,49,16,MC,75,MC,8,7,61,6,16,MC,6900,125/1,Bet 365,Further details,MC
Robby Shelton IV,-,-,-,19,-,-,MC,MC,4,-,59,-,-,-,-,-,-,-,-,-,MC,MC,-,10,6800,150/1,Bet 365,Further details,MC
Ben Martin,-,-,-,MC,-,-,16,MC,-,-,MC,27,-,-,MC,17,-,MC,22,-,MC,-,-,21,6800,175/1,Bet 365,Further details,MC
Kevin Kisner,-,-,-,62,-,-,51,-,-,-,-,-,-,MC,20,4,1,MC,4,7,MC,2,MC,29,6800,175/1,Bet 365,Further details,78
Kevin Roy,-,-,-,MC,-,-,MC,MC,-,-,MC,8,-,-,-,-,-,-,-,-,-,-,-,46,6800,150/1,Bet 365,Further details,MC
Kramer Hickok,-,-,-,MC,-,-,35,MC,-,-,15,13,-,-,-,-,-,-,-,MC,53,-,MC,-,6800,175/1,Bet 365,Further details,73
Grayson Murray,26^,-,-,1^,WD^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6800,150/1,Bet 365,Further details,MC
