Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Nick Watney,MC,MC,-,57,MC,-,-,MC,-,-,19^^,MC,-,MC,8,10,MC,MC,-,59,2,31,-,MC,6100,2000/1,Bet 365,Further details,MC
Trevor Cone,-,-,74,70,-,65,MC,MC,-,-,MC^^,70,-,-,-,-,-,-,-,-,-,-,-,-,6000,1000/1,Bet 365,Further details,MC
Andrew Landry,MC,-,MC,40,-,45,-,MC,-,MC,MC^^,-,-,-,-,-,-,-,-,-,WD,-,-,-,6000,1500/1,Bet 365,Further details,MC
Marcus Byrd,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,5000/1,Bet 365,Further details,MC
Morgan Deneen,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,5000/1,Bet 365,Further details,MC
Quinn Riley,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,2500/1,Bet 365,Further details,MC
Robert Streb,MC,MC,MC,-,MC,MC,-,-,-,MC,13^^,-,-,-,-,MC,23,4,28,24,42,MC,MC,-,6000,1000/1,Bet 365,Further details,MC
Ryan Brehm,MC,MC,14,MC,MC,65,MC,-,-,MC,-,-,-,-,-,-,-,-,-,MC,-,-,MC,-,6000,2500/1,Bet 365,Further details,NR
Kelly Kraft,63,MC,55,-,MC,MC,16,MC,-,MC,MC^^,MC,-,-,-,-,-,-,MC,-,MC,MC,MC,49,6000,2000/1,Bet 365,Further details,MC
Kevin Tway,32,40,63,-,MC,MC,38,MC,-,MC,MC^^,MC,-,-,-,-,65,-,-,5,MC,-,72,MC,6000,750/1,Bet 365,Further details,MC
Max Mcgreevy,MC,MC,MC,33,MC,MC,50,MC,-,63,MC^^,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6000,2500/1,Bet 365,Further details,MC
Paul Haley II,-,-,MC,21,-,MC,35,MC,-,-,MC^^,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,1000/1,Bet 365,Further details,MC
Vincent Norrman,-,-,63,21,-,MC,16,MC,-,-,9^^,18,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Trevor Werbylo,-,-,49,40,-,27,64,56,-,-,MC^^,30,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Brice Garnett,-,-,55,48,-,MC,8,60,-,-,MC^^,33,-,-,-,-,MC,MC,-,-,75,60,MC,MC,-,TBC,Bet 365,Further details,NR
Austin Cook,-,-,MC,MC,-,MC,13,MC,-,-,MC^^,39,-,-,-,-,-,-,-,-,34,-,MC,MC,-,TBC,Bet 365,Further details,MC
Marty Dou Zecheng,-,-,MC,MC,-,69,-,MC,-,-,MC^^,49,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Tano Goya,-,-,55,11,-,MC,35,46,-,-,MC^^,60,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Augusto Nunez,-,-,71,15,-,MC,26,37,-,-,35^^,69,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Matthias Schmid,-,-,MC,33,-,MC,MC,46,-,-,26^^,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
Scott Harrington,-,-,26,29,-,MC,46,MC,-,-,MC^^,MC,-,-,-,-,-,-,-,-,-,-,MC,-,-,TBC,Bet 365,Further details,NR
