Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Callum Tarren,-,-,MC,-,MC,MC^^,MC,64,-,29,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,6700,250/1,Bet 365,Further details,43
Henrik Norlander,45,22,60,-,-,23^^,MC,47,34,-,MC,-,-,-,-,-,MC,-,-,59,-,-,-,MC,6700,400/1,Bet 365,Further details,72
Jonathan Byrd,MC,16,-,-,-,MC^^,55,-,43,-,-,-,-,MC,-,-,-,MC,-,-,-,MC,14,MC,6700,400/1,Bet 365,Further details,12
Peter Malnati,MC,-,22,-,MC,-,MC,-,-,-,29,MC,-,-,-,-,-,MC,-,MC,58,61,31,MC,6700,225/1,Bet 365,Further details,43
Hank Lebioda,58,64,MC,-,-,34^^,MC,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,14,28,6600,400/1,Bet 365,Further details,MC
Chesson Hadley,MC,MC,60,-,MC,MC^^,-,MC,MC,-,-,-,-,-,-,-,-,-,72,43,-,-,-,-,6600,275/1,Bet 365,Further details,43
Cody Gribble,7,50,-,-,-,MC^^,55,-,MC,-,63,-,-,-,-,-,-,-,-,-,MC,-,50,-,6600,400/1,Bet 365,Further details,34
Kevin Tway,MC,38,MC,-,MC,MC^^,MC,MC,11,-,MC,-,-,-,MC,-,-,MC,-,-,48,17,44,-,6600,300/1,Bet 365,Further details,MC
Paul Haley II,MC,35,MC,-,-,MC^^,MC,MC,MC,-,5,-,-,-,-,-,MC,-,-,-,-,-,-,-,6600,300/1,Bet 365,Further details,MC
Ryan Gerard,71,MC,56,-,-,MC^^,33,MC,MC,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,6600,350/1,Bet 365,Further details,43
