Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
Andrew Landry,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,40,5200,500/1,Bet 365,Further details,MC
Julian Perico,-,-,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,500/1,Bet 365,Further details,MC
Scott Gutschewski,-,-,-,-,-,MC,MC,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,41,-,5200,400/1,Bet 365,Further details,MC
Evan Harmeling,-,-,-,-,-,31^,52^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5200,TBC,Bet 365,Further details,10
Tyler Collet,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,MC,-,-,5200,500/1,Bet 365,Further details,68
Aram Yenidjeian,23^,-,-,-,-,29^,-,-,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,5200,500/1,Bet 365,Further details,MC
Derek Ernst,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,65,-,66,52,MC,61,21,5100,500/1,Bet 365,Further details,MC
Ricky Barnes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,MC,39,56,MC,MC,MC,22,33,5100,500/1,Bet 365,Further details,MC
Ted Potter Jr.,-,-,-,-,-,-,-,-,-,-,-,-,-,48,-,29,-,-,-,-,6,7,MC,59,5100,750/1,Bet 365,Further details,MC
Kelvin Hernandez,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,TBC,Bet 365,Further details,MC
Ryan Cole,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5100,600/1,Bet 365,Further details,MC
Jeff Overton,-,-,-,-,-,MC^,-,-,-,-,-,MC,-,14,WD,-,27,-,-,-,-,-,-,WD,5100,750/1,Bet 365,Further details,MC
Raul Pereda,-,-,-,-,-,MC,MC,-,-,-,MC,MC^,-,-,-,-,-,-,-,-,-,-,-,-,5100,1000/1,Bet 365,Further details,42
Derek Lamely,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,-,-,-,MC,-,-,-,21,5000,TBC,Bet 365,Further details,MC
Nick Watney,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,57,5000,1500/1,Bet 365,Further details,MC
George McNeill,-,-,-,-,-,-,-,-,-,-,-,-,-,1,57,19,-,DQ,MC,MC,35,68,MC,61,5000,2500/1,Bet 365,Further details,MC
Ben Crane,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,8,-,-,MC,68,5000,750/1,Bet 365,Further details,MC
Domenico Germiniani,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,2500/1,Bet 365,Further details,MC
Evan Pena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,1000/1,Bet 365,Further details,MC
Gareth Steyn,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5000,TBC,Bet 365,Further details,MC
D.A. Points,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,65,1,42,MC,MC,55,MC,5000,750/1,Bet 365,Further details,MC
Kevin Stadler,-,-,-,-,-,-,-,-,MC,-,-,-,-,7,72,-,-,-,-,-,-,-,MC,54,-,TBC,Bet 365,Further details,NR
Jimmy Walker,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160/1,Bet 365,Further details,NR
Robert Garrigus,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,MC,MC,MC,MC,MC,66,MC,-,TBC,Bet 365,Further details,NR
