Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
Aaron Rai,-,57,MC,33,-,MC,-,19,-,23,35,MC,-,-,-,-,-,-,-,-,-,-,19,7,8600,40/1,Bet 365,Further details,7
Patrick Rodgers,14,24,-,9,79,-,MC,6,-,25,MC,MC,-,-,-,-,-,MC,-,MC,51,MC,-,16,8500,50/1,Bet 365,Further details,74
Billy Horschel,-,18,MC,MC,-,41,-,-,9,-,MC,12,-,-,2,-,-,-,55,-,-,-,-,-,8300,50/1,Bet 365,Further details,7
Doug Ghim,-,MC,MC,13,-,12,-,8,16,-,16,67,-,-,-,-,-,-,-,-,MC,-,-,-,8200,55/1,Bet 365,Further details,MC
Kurt Kitayama,29,24,-,-,39,8,39,-,-,MC,19,-,-,-,-,-,-,-,-,-,-,-,-,-,8100,55/1,Bet 365,Further details,36
Jake Knapp,-,70,MC,3,-,28,-,1,4,57,45,-,-,-,-,-,-,-,-,-,-,-,-,-,8000,50/1,Bet 365,Further details,MC
Thorbjorn Olesen,-,8,21,1,-,-,-,46,MC,-,-,MC,-,-,WD,-,-,-,-,-,-,-,-,-,7900,50/1,Bet 365,Further details,MC
Mackenzie Hughes,25,-,-,64,71,-,31,MC,-,30,26,3,-,-,-,-,-,-,23,MC,55,7,29,16,7800,45/1,Bet 365,Further details,14
Cameron Davis,52,30,MC,-,20,-,49,-,-,18,MC,-,-,-,-,-,-,-,-,-,MC,68,MC,-,7700,66/1,Bet 365,Further details,21
Taylor Moore,25,-,-,70,47,39,31,-,-,48,31,12,-,-,-,-,-,-,-,-,-,-,MC,MC,7600,75/1,Bet 365,Further details,2
Benjamin Griffin,-,30,9,MC,58,28,37,-,MC,55,MC,17,-,-,-,-,-,-,-,-,-,-,-,16,7600,55/1,Bet 365,Further details,36
Akshay Bhatia,14,13,MC,13,-,MC,-,-,MC,-,MC,17,-,-,-,-,-,-,-,-,-,-,-,-,7500,66/1,Bet 365,Further details,11
Luke List,22,66,-,50,26,MC,2,-,MC,56,MC,-,-,-,MC,-,-,27,3,24,28,MC,11,57,7500,66/1,Bet 365,Further details,MC
KyoungHoon Lee,-,30,25,MC,-,MC,-,MC,4,-,MC,9,-,-,-,-,-,-,-,-,-,MC,-,-,7400,80/1,Bet 365,Further details,31
Thomas Detry,-,-,MC,20,4,28,-,MC,MC,-,62,17,-,-,-,-,-,-,-,-,-,-,-,-,7400,90/1,Bet 365,Further details,2
Davis Thompson,-,57,21,MC,-,15,-,24,47,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,43,7300,80/1,Bet 365,Further details,21
Taylor Montgomery,-,13,61,13,39,39,MC,-,60,-,11,MC,-,-,-,-,-,-,-,-,-,-,-,57,7300,70/1,Bet 365,Further details,MC
Daniel Berger,-,-,39,MC,-,28,-,-,MC,MC,-,MC,-,-,-,-,25,5,5,18,MC,-,-,-,7200,80/1,Bet 365,Further details,45
Ryan Fox,-,14,31,MC,-,41,-,MC,35,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,7200,90/1,Bet 365,Further details,78
Joel Dahmen,-,72,MC,MC,-,41,-,-,MC,49,11,49,-,-,-,-,-,-,-,76,-,-,5,9,7100,80/1,Bet 365,Further details,MC
Adam Svensson,33,30,-,MC,47,MC,10,-,MC,MC,MC,49,-,-,-,-,-,-,-,-,-,-,MC,39,7100,90/1,Bet 365,Further details,57
Mark Hubbard,-,57,47,20,4,53,-,48,64,-,31,-,-,-,-,-,MC,19,MC,-,2,50,-,DQ,7000,90/1,Bet 365,Further details,31
Victor Perez,-,-,-,MC,-,MC,-,52,16,3,-,MC,-,-,-,-,-,-,-,-,-,-,-,-,7000,90/1,Bet 365,Further details,17
Andrew Novak,-,MC,MC,MC,-,8,-,8,9,-,MC,17,-,-,-,-,-,-,-,-,-,-,-,-,6900,100/1,Bet 365,Further details,53
Sam Ryder,-,-,62,MC,31,MC,MC,-,21,-,16,33,-,-,-,-,-,-,-,5,28,MC,MC,-,6900,100/1,Bet 365,Further details,64
Robert MacIntyre,-,52,MC,MC,-,MC,-,6,60,32,MC,33,-,-,-,-,-,-,-,-,-,-,-,-,6800,110/1,Bet 365,Further details,MC
Alex Smalley,-,MC,21,MC,75,-,MC,MC,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,15,4,6800,90/1,Bet 365,Further details,MC
Chesson Hadley,-,-,56,25,-,MC,-,24,35,-,MC,MC,-,-,-,-,50,38,-,18,-,-,MC,MC,6800,100/1,Bet 365,Further details,MC
Peter Malnati,-,MC,MC,MC,14,MC,-,-,9,-,68,1,-,-,-,-,-,MC,MC,MC,17,-,MC,MC,6700,125/1,Bet 365,Further details,36
Chandler Phillips,-,57,25,76,-,-,-,24,WD,MC,-,3,-,-,-,-,-,-,-,-,70,-,-,-,6700,150/1,Bet 365,Further details,45
Matt Wallace,40,52,MC,MC,-,53,-,33,MC,-,MC,17,-,-,-,-,-,-,-,-,-,-,-,MC,6700,110/1,Bet 365,Further details,MC
