Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Chesson Hadley,24,33,MC,-,6,27,33,-,-,-,-,-,-,-,72,57,MC,-,3,MC,23,14,MC,MC,7700,66/1,Bet 365,Further details,62
Cameron Champ,MC,MC,51,-,17,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,25,1,-,MC,MC,7700,66/1,Bet 365,Further details,MC
Garrick Higgo,MC,33,21,19,-,13,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7700,55/1,Bet 365,Further details,MC
Sam Ryder,MC,40,MC,MC,-,7,38,31,-,-,-,-,-,-,-,-,-,-,MC,4,MC,MC,58,MC,7600,70/1,Bet 365,Further details,14
Dylan Wu,MC,24,MC,MC,-,5,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,MC,7600,70/1,Bet 365,Further details,14
Luke List,33,WD,-,35,-,-,-,-,-,-,-,-,-,-,-,-,-,26,37,4,MC,65,51,MC,7600,66/1,Bet 365,Further details,25
Sam Stevens,MC,74,MC,-,39,10,MC,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,7600,66/1,Bet 365,Further details,45
Mackenzie Hughes,WD,-,-,MC,-,30,MC,58,-,-,-,-,-,-,-,-,-,13,MC,33,MC,-,-,25,7500,66/1,Bet 365,Further details,52
Kyounghoon Lee,MC,-,MC,72,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,MC,-,-,7500,70/1,Bet 365,Further details,14
Ryan Palmer,33,33,MC,-,MC,MC,MC,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,7500,75/1,Bet 365,Further details,MC
MJ Daffue,-,24,35,16,34,43,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72,-,MC,7500,66/1,Bet 365,Further details,MC
Seonghyeon Kim,MC,74,MC,MC,MC,27,MC,-,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,36,7400,75/1,Bet 365,Further details,2
Greyson Sigg,19,56,13,-,MC,MC,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,51,7400,70/1,Bet 365,Further details,25
Nate Lashley,MC,56,21,-,-,57,51,-,-,-,-,-,-,-,-,-,-,-,MC,17,MC,MC,16,55,7400,75/1,Bet 365,Further details,30
C.T. Pan,MC,-,-,MC,-,70,64,-,-,-,-,-,-,-,-,-,-,MC,-,-,MC,61,6,72,7400,75/1,Bet 365,Further details,MC
Kevin Yu,49,MC,6,MC,-,37,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,7400,80/1,Bet 365,Further details,MC
Andrew Novak,MC,MC,42,33,MC,MC,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,7300,80/1,Bet 365,Further details,MC
Charley Hoffman,MC,64,-,MC,31,MC,12,-,-,-,-,-,-,-,-,-,-,MC,-,-,MC,56,22,MC,7300,90/1,Bet 365,Further details,MC
David Lipsky,56,MC,MC,-,34,43,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,MC,7300,90/1,Bet 365,Further details,30
Callum Tarren,33,29,MC,MC,-,13,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,7300,80/1,Bet 365,Further details,7
Stewart Cink,MC,-,-,7^,23,37,MC,-,16^,-,-,-,-,-,77,-,-,MC,-,-,-,1,-,MC,7300,80/1,Bet 365,Further details,MC
Justin Lower,MC,8,-,44,MC,43,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,4,7200,80/1,Bet 365,Further details,45
William Gordon,MC,74,MC,25,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,36,7200,110/1,Bet 365,Further details,MC
Ben Martin,63,MC,MC,42,-,MC,MC,-,-,-,-,-,-,-,16,MC,MC,-,17,-,MC,-,MC,67,7200,100/1,Bet 365,Further details,MC
Tyler Duncan,MC,47,61,MC,-,20,38,-,-,-,-,-,-,-,-,-,-,-,5,69,56,MC,MC,MC,7200,100/1,Bet 365,Further details,MC
Matthew NeSmith,MC,MC,35,-,28,MC,62,58,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,51,MC,7200,100/1,Bet 365,Further details,MC
Chad Ramey,38,17,42,44,17,53,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,MC,7200,100/1,Bet 365,Further details,19
Aaron Baddeley,-,MC,31,MC,MC,7,MC,-,-,-,-,-,-,MC,MC,31,55,67,MC,4,33,MC,36,36,7100,125/1,Bet 365,Further details,MC
Troy Merritt,MC,17,17,MC,50,MC,58,-,-,-,-,-,-,-,MC,MC,MC,15,69,4,MC,MC,16,59,7100,125/1,Bet 365,Further details,7
Scott Stallings,MC,56,-,MC,60,-,62,-,-,-,-,-,-,-,-,21,MC,MC,MC,-,-,MC,6,-,7100,125/1,Bet 365,Further details,56
