Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Tyson Alexander,-,-,-,-,-,30,-,-,MC,MC,76,-,-,-,-,-,-,-,-,-,-,-,-,-,6100,600/1,Bet 365,Further details,MC
Andrew Landry,-,-,-,-,-,45,-,-,56,MC,-,-,-,-,-,-,MC,-,WD,MC,MC,-,7,MC,6100,750/1,Bet 365,Further details,MC
Brian Stuard,-,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,2,71,-,35,9,MC,23,MC,27,-,6100,1000/1,Bet 365,Further details,45
Dylan Frittelli,-,-,-,-,-,MC,-,-,56,MC,-,-,-,-,-,-,-,-,-,-,11,-,MC,59,6100,600/1,Bet 365,Further details,MC
Michael Gligic,-,MC^,-,-,-,MC,-,-,62,MC,-,-,-,-,-,-,-,-,-,-,MC,MC,-,MC,6100,1000/1,Bet 365,Further details,MC
Paul Haley II,-,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6100,1000/1,Bet 365,Further details,67
Peter Knade,50^,MC^,MC^,-,-,MC^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6100,1000/1,Bet 365,Further details,MC
Brian Gay,-,12^,30^,-,14^,MC,10^,-,MC,5^,11^,-,-,55,45,-,-,28,25,41,14,-,MC,-,6100,1000/1,Bet 365,Further details,MC
Billy Davis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,TBC,Bet 365,Further details,MC
Chase Johnson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,750/1,Bet 365,Further details,69
Hunter Epson,30^,MC^,4^,MC^,-,48^,18^,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,TBC,Bet 365,Further details,MC
Isidro Benitez,-,MC^,-,-,-,-,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,-,MC,6000,1500/1,Bet 365,Further details,65
Jeffrey Kang,-,-,9^,2^,3^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,1000/1,Bet 365,Further details,31
Jim Herman,-,-,-,-,-,MC,-,-,77,WD,-,-,-,-,WD,23,17,MC,MC,MC,80,-,-,MC,6000,1000/1,Bet 365,Further details,MC
Max McGreevy,MC^,-,-,-,-,MC,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6000,1000/1,Bet 365,Further details,31
Michael Block,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6000,1000/1,Bet 365,Further details,MC
Sebastian Vazquez,-,11^,-,-,-,-,8^,-,-,-,3^,-,-,-,-,-,-,MC,-,MC,MC,-,-,MC,6000,2000/1,Bet 365,Further details,38
Satoshi Kodaira,-,-,MC^,36^,-,30,-,-,MC,-,12,-,-,-,-,-,-,-,-,-,80,40,-,-,-,TBC,Bet 365,Further details,MC
Aaron Baddeley,-,-,-,-,-,MC,-,-,-,-,21,-,-,-,-,37,46,-,74,-,26,MC,-,MC,-,TBC,Bet 365,Further details,NR
Chris Stroud,-,-,-,-,-,MC,-,-,71,-,-,-,-,5,3,23,MC,72,MC,WD,18,-,-,-,-,TBC,Bet 365,Further details,NR
Cody Gribble,-,-,-,-,-,MC,-,-,43,-,-,-,-,-,-,-,-,15,-,MC,-,-,-,-,-,250/1,Bet 365,Further details,MC
Grayson Murray,64^,MC^,26^,-,-,1^,WD^,-,-,-,-,-,-,-,-,-,-,-,-,WD,-,-,-,-,-,TBC,Bet 365,Further details,NR
Hank Lebioda,MC^,MC^,-,-,-,19,-,-,35,-,-,-,-,-,-,-,-,-,-,-,MC,38,MC,-,-,TBC,Bet 365,Further details,NR
Jonathan Byrd,-,-,-,-,-,MC,-,-,MC,-,-,-,-,-,-,-,-,-,61,-,-,-,-,-,-,TBC,Bet 365,Further details,MC
Martin Trainer,-,-,-,-,-,30,-,-,MC,-,-,-,-,-,-,-,-,-,-,MC,-,-,MC,-,-,TBC,Bet 365,Further details,15
Sean O'Hair,MC^,45^,MC^,-,-,MC,-,-,MC,-,-,-,-,-,MC,-,-,-,-,MC,-,-,-,-,-,TBC,Bet 365,Further details,NR
Seung-Yul Noh,-,-,-,-,-,MC,-,-,MC,-,-,-,-,16,55,-,40,MC,-,-,-,-,-,-,-,TBC,Bet 365,Further details,NR
