Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Nick Hardy,-,-,-,-,-,-,41,-,44,41,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,7500,55/1,Bet 365,Further details,MC
Danny Willett,-,-,-,-,-,-,-,MC,-,41,-,18,-,-,-,-,-,-,MC,-,-,-,-,48,7400,66/1,Bet 365,Further details,29
Seonghyeon Kim,-,-,-,-,-,-,12,MC,20,41,-,33,-,-,-,-,-,-,-,-,-,-,-,-,7400,70/1,Bet 365,Further details,63
Davis Riley,-,-,-,-,-,-,-,65,MC,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,42,7400,75/1,Bet 365,Further details,29
Ryan Palmer,-,-,2^^,-,-,-,31,-,63,MC,42,-,-,26,41,2,25,26,37,MC,4,17,-,70,7400,60/1,Bet 365,Further details,MC
Charley Hoffman,-,-,2^^,-,-,-,-,MC,MC,48,14,-,-,-,-,-,-,-,-,-,-,-,-,-,7300,90/1,Bet 365,Further details,MC
Erik van Rooyen,-,MC,71,-,-,-,-,6,-,MC,50,-,-,-,-,-,-,-,-,-,-,MC,60,-,7300,70/1,Bet 365,Further details,MC
Webb Simpson,-,-,-,-,-,-,MC,-,-,MC,57,-,-,-,-,-,-,-,-,5,36,-,-,-,7300,80/1,Bet 365,Further details,74
Padraig Harrington,-,-,-,-,-,-,-,4,MC,25,-,2^,-,71,-,MC,1,43,MC,MC,-,MC,MC,MC,7300,75/1,Bet 365,Further details,60
Brandon Wu,-,-,-,-,-,-,MC,MC,-,2,50,MC,-,-,-,-,-,-,-,-,-,-,MC,MC,7300,80/1,Bet 365,Further details,14
Adam Long,-,-,-,-,-,-,48,MC,73,48,42,50,-,-,-,-,-,-,-,-,MC,27,MC,-,7200,100/1,Bet 365,Further details,MC
Adam Schenk,-,-,-,-,-,-,67,MC,20,37,23,50,-,-,-,-,-,-,-,29,30,MC,36,MC,7200,90/1,Bet 365,Further details,42
Benjamin Taylor,-,-,-,-,-,-,4,MC,MC,MC,-,58,-,-,-,-,-,-,-,-,-,-,-,-,7200,90/1,Bet 365,Further details,5
Russell Knox,-,-,-,-,-,-,67,54,-,41,MC,MC,-,-,-,2,3,26,MC,MC,51,MC,MC,55,7200,80/1,Bet 365,Further details,MC
