Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Jhonattan Vegas,-,-,-,-,-,-,-,-,-,-,-,MC,-,60,MC,59,11,18,28,MC,MC,30,MC,39,7000,225/1,Bet 365,Further details,25
Callum Tarren,MC,MC,26,2,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,7000,275/1,Bet 365,Further details,25
Lee Hodges,-,38,MC,MC,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,7000,160/1,Bet 365,Further details,MC
Sam Ryder,MC,8,-,MC,-,-,-,-,-,-,MC,MC,-,-,-,-,-,-,-,MC,43,MC,10,MC,7000,225/1,Bet 365,Further details,4
Danny Lee,-,64,MC,21,-,-,-,-,-,-,48,16,-,MC,-,MC,32,58,MC,58,MC,WD,65,MC,6900,275/1,Bet 365,Further details,MC
Harry Higgs,MC,32,-,21,-,-,-,-,-,-,MC,18,-,-,-,-,-,-,-,-,-,9,65,MC,6900,225/1,Bet 365,Further details,44
Harry Hall,63,MC,39,MC,-,-,-,-,-,-,27,41,-,-,-,-,-,-,-,-,-,MC,-,-,6900,225/1,Bet 365,Further details,MC
Justin Lower,8,56,MC,MC,-,-,-,-,-,-,-,41,-,-,-,-,-,-,-,-,-,-,-,MC,6900,200/1,Bet 365,Further details,MC
Carl Yuan,-,-,35,39,-,-,-,-,-,-,20,MC,-,-,-,-,-,-,-,-,-,-,-,-,6900,225/1,Bet 365,Further details,MC
Charley Hoffman,29,42,MC,MC,-,-,2^^,-,-,-,-,MC,-,52,34,7,MC,43,54,35,MC,9,WD,-,6900,200/1,Bet 365,Further details,MC
Kevin Yu,-,-,-,-,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6900,200/1,Bet 365,Further details,44
Taylor Moore,-,-,MC,MC,-,-,-,-,-,-,-,MC,-,-,-,-,-,-,-,-,-,-,-,MC,6900,175/1,Bet 365,Further details,11
Scott Piercy,MC,32,16,MC,-,-,-,-,-,-,MC,41,-,13,MC,-,49,67,-,-,-,-,-,76,6800,225/1,Bet 365,Further details,31
Doc Redman,-,-,MC,64,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,64,MC,25,6800,300/1,Bet 365,Further details,MC
