Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Jason Day,-,10,19,-,5,-,39,-,-,-,MC,1,-,MC,8,15,1,2,9,19,23,4,44,55,8900,25/1,Bet 365,Further details,MC
Dustin Johnson,35^,-,-,13^^,-,7^^,48,-,10^^,25^^,-,-,-,48,8,-,7,MC,13,27,2,2,MC,MC,8800,25/1,Bet 365,Further details,55
Max Homa,-,14,6,-,9,-,43,MC,MC^^,-,8,-,-,-,-,-,-,-,-,-,64,MC,MC,13,8700,40/1,Bet 365,Further details,55
Hideki Matsuyama,-,MC,5,-,31,15,16,-,-,-,-,23,-,-,19,35,37,4,5,35,16,22,23,60,8600,55/1,Bet 365,Further details,29
Tyrrell Hatton,-,4,2,-,59,MC,34,19,-,-,3,5,-,-,-,-,25,10,MC,10,48,MC,38,13,8500,35/1,Bet 365,Further details,15
Matthew Fitzpatrick,-,14,MC,MC,31,-,10,1,-,-,35,-,-,-,-,-,-,49,MC,MC,41,MC,23,5,8400,30/1,Bet 365,Further details,MC
Shane Lowry,5,67,35,-,31,-,16,67,-,-,MC,-,-,-,57,46,MC,MC,48,12,8,66,4,23,8300,66/1,Bet 365,Further details,12
Sam Burns,-,MC,35,6,1,-,29,15,11^^,-,MC,-,-,-,-,-,-,-,-,-,29,-,-,20,8200,45/1,Bet 365,Further details,MC
Sahith Theegala,-,14,74,-,31,-,9,5,23^^,-,56,-,-,-,-,-,-,-,-,-,-,-,-,-,8100,80/1,Bet 365,Further details,40
Tommy Fleetwood,-,61,27,3,52,-,33,15,-,-,5,-,-,-,-,MC,MC,-,61,35,48,29,MC,5,8000,55/1,Bet 365,Further details,18
Tom Kim,-,34,51,-,31,-,16,MC,7^^,-,23,34,-,-,-,-,-,-,-,-,-,MC,-,MC,8000,80/1,Bet 365,Further details,MC
Joaquin Niemann,11^,-,-,36^^,-,31^^,16,-,30^^,10^^,-,-,-,-,-,-,-,-,-,71,MC,MC,30,23,7900,70/1,Bet 365,Further details,MC
Corey Conners,-,21,MC,-,17,1,MC,31,-,-,8,-,-,-,-,-,-,-,-,-,64,MC,17,MC,7900,100/1,Bet 365,Further details,12
Taylor Moore,-,39,35,1,-,-,39,11,4^^,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,7800,150/1,Bet 365,Further details,72
Adam Scott,-,31,71,-,31,-,39,31,-,-,5,8,-,11,5,15,MC,18,61,3,8,22,MC,MC,7800,70/1,Bet 365,Further details,29
Justin Rose,-,MC,6,36,-,-,16,25,-,-,-,-,-,3,33,24,4,22,MC,19,29,9,8,13,7700,90/1,Bet 365,Further details,9
Keegan Bradley,-,10,MC,-,28,-,23,48,-,-,35,-,-,3,19,MC,61,42,33,42,29,MC,17,48,7700,90/1,Bet 365,Further details,29
Talor Gooch,11^,-,-,13^^,-,16^^,34,-,1^^,1^^,-,-,-,-,-,-,-,-,-,-,-,MC,44,20,7600,75/1,Bet 365,Further details,MC
Rickie Fowler,-,31,13,-,17,10,-,15,-,-,14,-,-,MC,19,3,30,33,5,12,36,MC,8,23,7600,60/1,Bet 365,Further details,MC
Patrick Reed,38^,-,-,18^^,-,3^^,4,-,3^^,14^^,-,-,-,-,-,58,30,13,2,MC,MC,13,17,34,7600,90/1,Bet 365,Further details,18
Abraham Ancer,15^,-,-,24^^,-,26^^,39,-,11^^,47^^,-,-,-,-,-,-,-,-,-,-,16,43,8,9,7500,200/1,Bet 365,Further details,MC
Wyndham Clark,-,34,27,5,6,-,-,29,3^^,24,1,-,-,-,-,-,-,-,-,-,-,MC,75,-,7500,66/1,Bet 365,Further details,MC
Denny McCarthy,MC,-,13,19,52,-,-,25,11^^,-,8,-,-,-,-,-,-,-,-,-,-,58,59,48,7400,175/1,Bet 365,Further details,29
Cameron Davis,MC,MC,6,-,17,MC,-,7,-,-,59,-,-,-,-,-,-,-,-,-,-,-,59,48,7400,160/1,Bet 365,Further details,4
Thomas Detry,WD,24,MC,-,8,64,-,MC,13^^,-,-,7,-,-,-,-,-,-,-,-,-,-,MC,-,7400,300/1,Bet 365,Further details,40
Bryson DeChambeau,23^,-,-,44^^,-,16^^,MC,-,26^^,22^^,-,-,-,-,-,-,-,-,33,MC,MC,4,38,-,7400,110/1,Bet 365,Further details,4
