am,country,dg_id,make_cut,player_name,sample_size,top_10,top_17,top_20,top_23,top_5,win,augusta_fit_score,SG-OTT,SG-APP,SG-ATG,SG-P,SG-TOT,sg_composite_fit_score,course_history_score,recent_form_score,bet365_odds,driving_dist,driving_acc,datagolf_rank,final_score,dg_implied_prob,bet365_implied_prob,your_implied_prob,your_fair_odds,value_delta,expected_value,roi_percent,win_live,live_betfair_odds,current_score,current_pos,round,thru,today,live_dg_implied_prob,live_your_implied_prob,live_your_fair_odds,live_value_delta,live_expected_value,live_roi_percent
0,USA,19428,1.48,Will Zalatoris,150,7.15,4.19,3.57,3.12,14.9,87.85,0.9680180343025232,0.4533333333333333,0.5,0.2266666666666666,-0.46,0.8933333333333332,0.4413333333333333,3.833,33.0,,6.211,-0.002,42.0,5.838170273527171,0.011383039271485488,,0.012712185389436366,78.6646803334842,,,,0.0,,8,CUT,2,0,0,0.0,0.0040794848404210856,245.12899033025448,,,
0,USA,13872,1.48,Keegan Bradley,150,7.22,4.2,3.56,3.11,15.14,92.88,1.1180700069975131,0.295,0.35,0.14,0.0125,0.8025,0.36925,1.125,24.0,,5.104,0.033,22.0,6.636764001399502,0.010766580534022395,,0.01358165396346428,73.62873496041637,,,,0.0,,3,CUT,2,0,0,0.0,0.004637510874927661,215.6329175218589,,,
0,USA,18634,1.57,Maverick McNealy,150,8.7,4.87,4.09,3.52,18.96,122.2,0.6554527049034894,0.065,0.0,0.115,0.155,0.38,0.1225,0.0,33.75,1001.0,3.917,-0.0,33.0,4.680640540980698,0.008183306055646482,0.000999000999000999,0.009814619176474351,101.88882339897616,0.008815618177473353,88.24433795650825,882.4433795650824,0.0,,0,T25,3,18,-1,0.0,0.003270648377107879,305.7497733474686,,,
0,KOR,17488,1.5,Sungjae Im,150,8.44,4.7,3.94,3.39,18.44,124.48,0.6684278635256795,0.2125,0.1425,0.2275,0.5,1.025,0.38425,2.05,47.5,101.0,0.094,0.048,32.0,2.414335572705136,0.008033419023136246,0.009900990099009901,0.00658745397778704,151.80371709191593,-0.0033135361212228613,-3.34667148243509,-33.466714824350895,0.0012108333333333,,-4,T10,3,18,-1,0.0012108333333333,0.0025346265175995803,394.5354445936479,,,
0,KOR,24766,1.61,Tom Kim,150,9.48,5.24,4.39,3.79,21.25,131.87,0.9724425894569622,0.37,0.575,0.39,-0.605,0.685,0.399,1.562,44.5,2501.0,2.123,0.04,56.0,3.158038517891392,0.007583225904299689,0.00039984006397441024,0.0074467177389999665,134.28735115912852,0.007046877675025556,176.24241065238917,1762.4241065238916,0.0,,2,T37,3,18,0,0.0,0.0022067136886400455,453.16254897402683,,,
0,USA,11676,1.61,Tony Finau,150,9.6,5.31,4.41,3.77,21.43,136.99,0.7110456123059841,0.2725,0.4925,0.1325,-0.0199999999999999,0.845,0.40975,1.768,43.5,,6.402,-0.009,44.0,3.923309122461197,0.007299802905321556,,0.008402830820293363,119.0075132281537,,,,0.0,,4,CUT,2,0,0,0.0,0.00274145482908237,364.76982563842705,,,
0,USA,7399,1.56,Lucas Glover,150,10.25,5.45,4.53,3.87,23.9,151.9,0.964988979971916,0.2333333333333333,0.4233333333333333,0.2033333333333333,-0.3033333333333333,0.4366666666666667,0.2743333333333334,0.662,24.25,,-8.939,0.102,25.0,4.38411446266105,0.0065832784726793945,,0.008760206512427345,114.15256005453601,,,,0.0,,8,CUT,2,0,0,0.0,0.003063447561677793,326.42961234574506,,,
0,ENG,14795,1.59,Laurie Canter,150,11.7,6.18,5.06,4.27,26.94,173.91,1.1569690489657405,,,,,,0.0,0.0,26.0,,4.795,0.04,72.0,6.056643809793147,0.005750100626760969,,0.010764331440674717,92.89940629488079,,,,0.0,,10,CUT,2,0,0,0.0,0.004232145594985165,236.28676697345648,,,
0,USA,28469,1.67,Joe Highsmith,150,12.62,6.51,5.31,4.5,29.13,194.17,0.6688177052379358,,,,,,0.0,0.0,28.6,,2.247,0.018,66.0,5.183513541047587,0.005150126178091363,,0.00930412315842986,107.47923076383239,,,,0.0,,4,CUT,2,0,0,0.0,0.003622036343596657,276.08778740386873,,,
0,BEL,14181,1.72,Thomas Detry,150,12.72,6.59,5.39,4.58,29.92,205.48,0.4113994297292964,0.065,0.0,0.495,0.36,1.085,0.322,0.0,42.25,,5.871,-0.024,62.0,3.6862298859458593,0.004866653688923497,,0.007098247754651326,140.87983887921098,,,,0.0,,9,CUT,2,0,0,0.0,0.0025757931395409637,388.2299337819541,,,
0,AUS,15856,1.66,Cameron Smith,150,12.06,6.33,5.2,4.39,28.76,208.33,-0.4652080822703681,,,,,,0.0,2.672,16.0,,0.584,-0.071,61.0,6.984708383545926,0.00480007680122882,,0.011681312296892968,85.60682007157561,,,,0.0,,5,CUT,2,0,0,0.0,0.00488064078820072,204.89112872587708,,,
0,TPE,17881,1.62,Kevin Yu,150,11.79,6.2,5.09,4.3,27.36,212.01,1.1392493677008002,0.28,0.3,0.0,-0.16,0.42,0.242,0.0,26.67,,9.073,0.012,88.0,6.63849987354016,0.0047167586434602145,,0.011164151126234895,89.57241698834379,,,,0.0,,6,CUT,2,0,0,0.0,0.004638723834425405,215.57653261845223,,,
0,USA,11276,1.75,Billy Horschel,150,13.89,7.19,5.85,4.91,32.52,228.14,0.3597482102596008,0.17,0.3375,0.1325,-0.0225,0.6125,0.28575,0.583,30.25,,-1.019,0.011,49.0,4.527849642051919,0.004383273428596476,,0.00808107752791522,123.74587380774491,,,,0.0,,5,CUT,2,0,0,0.0,0.0031638840782383143,316.0672057734843,,,
0,ENG,17646,1.74,Matt Fitzpatrick,150,14.85,7.56,6.11,5.1,35.96,248.96,0.3211471465272441,0.4166666666666667,0.1033333333333333,0.1333333333333333,0.2099999999999999,0.59,0.3083333333333333,0.0,60.0,601.0,0.302,0.017,107.0,0.1737460959721155,0.004016709511568123,0.0016638935108153079,0.0018494977450888965,540.6873312797334,0.0001856042342735886,1.1154814479842674,11.154814479842674,0.0,,2,T37,3,18,2,0.0,0.00012140697023082352,8236.759373030744,,,
0,USA,26653,1.64,Austin Eckroat,150,14.09,7.03,5.73,4.81,34.3,254.24,0.8553079647783239,0.0833333333333333,0.4966666666666666,0.2433333333333333,-0.4599999999999999,0.0,0.1523333333333333,0.0,48.75,,1.662,0.049,94.0,2.145678259622332,0.0039332913782252985,,0.004571948493301656,218.7251237552427,,,,0.0,,6,CUT,2,0,0,0.0,0.001499315971005768,666.970818251994,,,
0,AUS,6430,1.71,Adam Scott,150,14.44,7.23,5.88,4.92,34.76,276.5,0.4659553551003361,0.2375,0.4175,0.15,0.24,1.045,0.4445,1.772,47.67,,6.195,-0.03,48.0,3.222141071020067,0.003616636528028933,,0.005949666697901903,168.07664206679698,,,,0.0,,5,CUT,2,0,0,0.0,0.002251506043345165,444.1471533934923,,,
0,USA,12422,1.87,Dustin Johnson,150,18.22,9.11,7.38,6.13,45.04,327.87,0.5782312409283393,,,,,,0.0,2.188,28.67,,8.311,-0.006,163.0,6.389096248185668,0.0030499893250373624,,0.01014889641886648,98.5328806924299,,,,0.0,,3,CUT,2,0,0,0.0,0.004464450344425768,223.99173982270446,,,
0,USA,26651,1.78,Cameron Young,150,16.62,8.19,6.59,5.5,41.3,331.49,0.3916481334479661,0.5866666666666668,0.1733333333333333,0.27,-0.2366666666666667,0.5099999999999999,0.3333333333333333,2.5,45.8,,13.468,-0.056,127.0,4.66179629335626,0.0030166822528583065,,0.007721634410269838,129.5062608338452,,,,0.0,,7,CUT,2,0,0,0.0,0.0032574807545632575,306.98569702956655,,,
0,RSA,18103,1.75,Christiaan Bezuidenhout,150,17.84,8.59,6.85,5.67,46.15,335.2,-0.1954343015556559,0.0,0.49,0.445,0.235,0.74,0.363,0.542,40.25,,-9.691,0.018,74.0,1.6263631396888685,0.0029832935560859188,,0.0034661952120614127,288.50077356297567,,,,0.0,,7,CUT,2,0,0,0.0,0.0011364388948135226,879.941723715897,,,
0,DEN,23602,1.79,Nicolai Hojgaard,150,17.28,8.54,6.83,5.65,42.64,342.86,0.5073157789353732,,,,,,0.0,2.5,42.0,,10.478,-0.046,123.0,4.741263155787074,0.0029166423613136557,,0.007792675118810349,128.32563718538066,,,,0.0,,6,CUT,2,0,0,0.0,0.0033130090871424434,301.84040360194905,,,
0,USA,12423,1.84,Chris Kirk,150,20.11,9.77,7.72,6.34,52.27,416.67,0.5204253509980419,0.085,0.13,0.62,-0.57,0.6,0.1895,1.5,42.5,,-0.703,0.02,122.0,2.8895350701996088,0.0023999808001535987,,0.004998180301044286,200.0728144583073,,,,0.0,,3,CUT,2,0,0,0.0,0.0020190939904914233,495.2716439696856,,,
0,AUS,17786,1.89,Cam Davis,150,21.91,10.61,8.45,6.88,55.67,431.65,0.1755062115377988,0.1866666666666666,0.3433333333333333,0.0,-0.14,0.0466666666666666,0.1543333333333333,0.0,60.0,,3.708,-0.024,135.0,0.6185679089742264,0.0023166917641607786,,0.0017911387851187958,558.3040288715963,,,,0.0,,9,CUT,2,0,0,0.0,0.0004322310397272421,2313.5774807636362,,,
0,COL,22833,2.03,Nico Echavarria,150,27.04,12.41,9.8,7.97,73.43,465.12,0.0343536052269141,0.0,0.96,0.0,-0.59,0.0,0.2289999999999999,0.0,60.0,751.0,-3.954,0.011,109.0,-0.5387792789546171,0.002149982800137599,0.0013315579227696406,0.00010703738294857057,9342.530361383004,-0.00122452053982107,-9.196149254056236,-91.96149254056236,0.0003395833333333,,-4,T10,3,18,-3,0.0003395833333333,-0.00013876953521992452,-7206.192615801311,,,
0,VEN,13508,2.17,Jhonattan Vegas,150,34.33,15.31,11.75,9.44,99.83,810.81,0.5160400647057983,0.09,0.1,0.0,0.58,0.77,0.269,0.167,55.25,,10.762,-0.038,154.0,2.5031580129411597,0.0012333345666679,,0.003991551483413448,250.5291499196277,,,,0.0,,6,CUT,2,0,0,0.0,0.0017491088283731438,571.7197145074762,,,
0,USA,19477,2.15,Adam Schenk,150,40.72,17.87,13.42,10.6,116.95,923.08,0.157381822380663,0.0,0.11,0.0,0.74,0.13,0.133,2.5,49.17,,5.8,-0.028,254.0,2.923376364476132,0.0010833297222342592,,0.004518813813188655,221.29701318549348,,,,0.0,,4,CUT,2,0,0,0.0,0.0020427409621474758,489.538330375834,,,
0,USA,18628,2.06,Brian Campbell,150,35.0,15.32,11.63,9.29,101.07,952.38,0.0,,,,,,0.0,0.0,49.5,5001.0,0.0,0.0,137.0,1.575,0.00105000105000105,0.0001999600079984003,0.0026210971070216387,381.5196305856456,0.0024211370990232382,121.08106632215214,1210.8106632215215,0.0,,5,T52,3,18,4,0.0,0.0011005483435106093,908.6379584290928,,,
0,USA,1547,2.33,Phil Mickelson,150,35.96,16.18,12.56,10.08,97.15,1000.0,0.0223477583546451,,,,,,0.0,3.301,9.33,,-3.368,-0.016,268.0,7.592519551670929,0.001,,0.011010710877032832,90.82065737334847,,,,0.0,,5,CUT,2,0,0,0.0,0.005305355438516416,188.4887848870761,,,
0,FRA,19960,2.29,Matthieu Pavon,150,43.19,18.83,14.26,11.29,122.29,1200.0,0.2216969002975038,0.11,0.435,0.0,1.02,0.78,0.4215,2.5,48.25,,-0.048,0.014,222.0,2.2610393800595006,0.0008333333333333334,,0.0034931849451895094,286.27170209728155,,,,0.0,,10,CUT,2,0,0,0.0,0.001579925805928088,632.9411142269272,,,
0,RSA,18105,2.26,Thriston Lawrence,150,47.03,19.55,14.76,11.57,136.3,1621.62,0.0068036708967977,,,,,,0.0,0.0,50.8,,-1.497,0.005,264.0,1.15756073417936,0.00061666728333395,,0.0018643831654148743,536.3704299365273,,,,0.0,,11,CUT,2,0,0,0.0,0.0008088581260406472,1236.3107543902545,,,
0,USA,13470,2.46,Patton Kizzire,150,56.57,23.21,17.61,13.93,169.13,1714.29,-0.0912118836485053,,,,,,0.0,1.0,53.75,,-3.38,0.003,259.0,0.5627076232702988,0.0005833318750036458,,0.0010197288676788163,980.6528300765627,,,,0.0,,8,CUT,2,0,0,0.0,0.000393198058838679,2543.2475504928148,,,
0,USA,28270,2.92,Nick Dunlap,150,88.27,33.24,24.26,18.82,295.36,2142.86,-0.9263060081777624,0.0,0.0,0.0,0.56,0.0,0.056,0.0,50.0,,1.61,-0.107,152.0,1.5513887983644477,0.00046666604444527403,,0.0023547659380078337,424.6706578599547,,,,0.0,,17,CUT,2,0,0,0.0,0.001084049760114862,922.4668800203817,,,
1,USA,22025,4.37,Evan Beck,133,296.52,105.82,72.58,52.77,1063.52,6000.0,0.0,,,,,,0.0,0.0,60.0,,0.0,0.0,,0.0,0.00016666666666666666,,6.666666666666667e-05,15000.0,,,,0.0,,9,CUT,2,0,0,0.0,0.0,inf,,,
1,ESP,28473,3.97,Jose Luis Ballester Barrio,150,206.24,75.28,52.71,39.06,688.58,7500.0,0.0,,,,,,0.0,0.0,60.0,,0.0,0.0,433.0,0.0,0.00013333333333333334,,5.333333333333334e-05,18749.999999999996,,,,0.0,,10,CUT,2,0,0,0.0,0.0,inf,,,
0,GER,290,4.64,Bernhard Langer,150,345.49,120.97,84.31,61.04,1302.93,12000.0,0.0,,,,,,0.0,0.714,33.0,,0.0,0.0,,4.1571,8.333333333333333e-05,,0.005842970817533909,171.14581455706485,,,,0.0,,3,CUT,2,0,0,0.0,0.002904818742100288,344.2555590497754,,,
1,CAY,31960,4.32,Justin Hastings,150,332.21,109.29,73.8,54.55,1159.95,15000.0,0.0,,,,,,0.0,0.0,50.0,,0.0,0.0,,1.5,6.666666666666667e-05,,0.002122949225734494,471.04282470722865,,,,0.0,,4,CUT,2,0,0,0.0,0.0010481412795339136,954.0698563505474,,,
0,PUR,12909,3.39,Rafael Campos,150,191.15,67.87,47.37,34.76,669.19,20000.0,-0.6132631984423165,,,,,,0.0,0.0,52.83,,2.749,-0.066,456.0,1.3552973603115368,5e-05,,0.0019140574791811596,522.4503500426766,,,,0.0,,4,CUT,2,0,0,0.0,0.0009470287395905798,1055.9341635527564,,,
0,ARG,5717,6.27,Angel Cabrera,150,1204.53,357.14,230.03,161.73,4894.15,30000.0,0.0,,,,,,0.0,1.889,15.0,,0.0,0.0,,7.03335,3.3333333333333335e-05,,0.00984259262454647,101.5992470831412,,,,0.0,,11,CUT,2,0,0,0.0,0.004914629645606568,203.47413174743485,,,
1,USA,33354,9.77,Noah Kent,150,2219.32,895.52,565.89,394.74,8674.7,60000.0,0.0,,,,,,0.0,0.0,50.0,,0.0,0.0,,1.5,1.6666666666666667e-05,,0.002102949225734494,475.5226554034996,,,,0.0,,11,CUT,2,0,0,0.0,0.0010481412795339136,954.0698563505474,,,
1,SIN,25384,13.27,Hiroshi Tai,150,5945.5,1621.62,1176.66,800.0,42352.94,,0.0,,,,,,0.0,0.0,60.0,,0.0,0.0,,0.0,,,,,,,,0.0,,6,CUT,2,0,0,0.0,0.0,inf,,,
0,CAN,5513,17.31,Mike Weir,150,11300.45,4285.71,2664.36,1428.57,48000.0,,0.0,,,,,,0.0,1.043,58.0,,0.0,0.0,,0.45644999999999997,,,,,,,,0.0,,4,CUT,2,0,0,0.0,0.0003189493913621699,3135.293645581819,,,
0,ESP,3485,95.09,Jose Maria Olazabal,150,,,,60000.0,,,0.0,,,,,,0.0,0.673,54.0,,0.0,0.0,,1.00095,,,,,,,,0.0,,7,CUT,2,0,0,0.0,0.0006994246758329805,1429.7465253267608,,,
0,USA,44,8.0,Fred Couples,150,2348.34,594.06,351.51,237.15,8955.22,,0.0,,,,,,0.0,1.051,31.0,,0.0,0.0,,4.50765,,,,,,,,0.0,,4,CUT,2,0,0,0.0,0.003149769359127364,317.48356339241536,,,
